First,Last,Player,Team,Season,Min,Pos,Shots,SoT,Dist,Solo,Goals,xG,xPlace,G-xG,KeyP,Dist.key,Assts,xA,A-xA,xG+xA,xG/shot,xA/pass,G-xG/shot,A-xA/pass,Team/96,Min/96,Pos/96,Shots/96,SoT/96,Goals/96,xG/96,xPlace/96,G-xG/96,KeyP/96,Assts/96,xA/96,A-xA/96,xG+xA/96,extreme1,extreme2,plotnames
Jakob,Nerwinski,Jakob Nerwinski,VAN,2018,2406,B,4,1,26.39599921,0.25,0,0.176,-0.127323489,-0.176474799,14,18.54867573,1,1.566612737,-0.566612737,1.743087537,0.0441187,0.11190091,-0.0441187,-0.040472338,VAN,2406,B,0.159600998,0.039900249,0,0.007041389,-0.005080239,-0.007041389,0.558603491,0.039900249,0.062508239,-0.02260799,0.069549627,397,725,Nerwinski 2018
Drew,Moor,Drew Moor,COL,2015,2103,B,7,1,18.64884216,0.428571429,1,0.608,-0.374236558,0.391959691,16,21.16911052,1,1.127468748,-0.127468748,1.735509057,0.086862901,0.070466797,0.055994242,-0.007966797,COL,2103,B,0.319543509,0.045649073,0.045649073,0.027756476,-0.017083552,0.017892596,0.730385164,0.045649073,0.051467903,-0.00581883,0.079224379,822,1280,Moor 2015
Cristian,Higuita,Cristian Higuita,ORL,2018,1405,M,18,7,25.47936293,0.222222222,4,1.199,1.025198832,2.800822162,10,24.93554279,0,0.532505045,-0.532505045,1.731682883,0.066620991,0.053250505,0.155601231,-0.053250505,ORL,1405,M,1.229893238,0.478291815,0.273309609,0.081936706,0.070049173,0.191372902,0.683274021,0,0.036384686,-0.036384686,0.118321393,1137,1656,Higuita 2018
Simon,Dawkins,Simon Dawkins,SJE,2017,676,M,10,1,22.32930802,0,0,0.844,-0.722041966,-0.843606669,6,23.76762488,0,0.88699536,-0.88699536,1.730602028,0.084360667,0.14783256,-0.084360667,-0.14783256,SJE,676,M,1.420118343,0.142011834,0,0.11980213,-0.102538504,-0.11980213,0.852071006,0,0.125963838,-0.125963838,0.245765969,954,235,Dawkins 2017
Matias,Laba,Matias Laba,VAN,2015,2656,M,12,4,28.50197346,0.5,1,0.495,-0.062762823,0.504974456,19,26.29028839,0,1.234636969,-1.234636969,1.729662513,0.041252129,0.064980893,0.042081205,-0.064980893,VAN,2656,M,0.43373494,0.144578313,0.036144578,0.01789249,-0.002268536,0.018252089,0.686746988,0,0.044625433,-0.044625433,0.062517922,743,962,Laba 2015
Lawrence,Olum,Lawrence Olum,POR,2017,2274,D,10,2,16.24636201,0.2,1,1.445,-0.552318067,-0.44547622,2,10.93317528,0,0.277742423,-0.277742423,1.723218643,0.144547622,0.138871211,-0.044547622,-0.138871211,POR,2274,D,0.422163588,0.084432718,0.042216359,0.061022743,-0.023316858,-0.018806384,0.084432718,0,0.011725274,-0.011725274,0.072748017,1238,1167,Olum 2017
RJ,Allen,RJ Allen,ORL,2018,1055,B,3,0,18.10309018,0.666666667,0,0.197,-0.197194531,-0.197194531,15,18.79553265,1,1.522070421,-0.522070421,1.719264953,0.06573151,0.101471361,-0.06573151,-0.034804695,ORL,1055,B,0.272985782,0,0,0.017943768,-0.017943768,-0.017943768,1.36492891,0.090995261,0.138501195,-0.047505934,0.156444963,425,318,Allen 2018
Carlos,Gruezo,Carlos Gruezo,FCD,2016,2349,M,24,3,31.48185418,0.458333333,0,0.726,-0.561594094,-0.726161738,19,28.11855642,0,0.989139748,-0.989139748,1.715301486,0.030256739,0.052059987,-0.030256739,-0.052059987,FCD,2349,M,0.980842912,0.122605364,0,0.029677108,-0.022951483,-0.029677108,0.776500639,0,0.040424613,-0.040424613,0.070101721,891,792,Gruezo 2016
Marco,Donadel,Marco Donadel,MTL,2016,1593,M,9,1,34.68797778,0.222222222,0,0.238,-0.133485127,-0.238401807,19,15.87398448,3,1.476123781,1.523876219,1.714525587,0.02648909,0.077690725,-0.02648909,0.080204012,MTL,1593,M,0.542372881,0.060263653,0,0.014366964,-0.008044301,-0.014366964,1.145009416,0.18079096,0.088956612,0.091834348,0.103323576,478,665,Donadel 2016
Aaron,Schoenfeld,Aaron Schoenfeld,CLB,2015,282,F,8,4,10.48245783,0,1,1.371,0.645411521,-0.371270045,3,15.03246163,0,0.329318304,-0.329318304,1.700588349,0.171408756,0.109772768,-0.046408756,-0.109772768,CLB,282,F,2.723404255,1.361702128,0.340425532,0.466815335,0.21971456,-0.126389803,1.021276596,0,0.112108359,-0.112108359,0.578923693,1208,1096,Schoenfeld 2015
Cole,Bassett,Cole Bassett,COL,2018,353,M,5,1,16.25980969,0.2,1,1.227,-0.617702042,-0.226805927,3,17.65777739,0,0.468950103,-0.468950103,1.69575603,0.245361185,0.156316701,-0.045361185,-0.156316701,COL,353,M,1.359773371,0.271954674,0.271954674,0.333635606,-0.167986958,-0.061680932,0.815864023,0,0.127533172,-0.127533172,0.461168779,1145,917,Bassett 2018
Victor,Rodriguez,Victor Rodriguez,SEA,2017,513,A,17,7,24.85104178,0.470588235,2,1.064,0.418934485,0.936408793,8,22.98166497,0,0.630666976,-0.630666976,1.694258183,0.062564189,0.078833372,0.05508287,-0.078833372,SEA,513,A,3.18128655,1.30994152,0.374269006,0.199034612,0.078397097,0.175234394,1.497076023,0,0.118019551,-0.118019551,0.317054163,1074,1442,Rodriguez 2017
Erik,Hurtado,Erik Hurtado,VAN,2018,544,F,8,3,15.84656402,0,2,1.151,-0.232538631,0.84860996,5,17.17373845,1,0.542732251,0.457267749,1.694122291,0.143923755,0.10854645,0.106076245,0.09145355,VAN,544,F,1.411764706,0.529411765,0.352941176,0.203186478,-0.041036229,0.149754699,0.882352941,0.176470588,0.09577628,0.080694309,0.298962757,1118,1354,Hurtado 2018
Cristian,Lobato,Cristian Lobato,SKC,2017,575,F,7,3,24.22519564,0.285714286,1,0.447,0.14364048,0.553039811,11,19.43095637,0,1.241506907,-1.241506907,1.688467096,0.063851456,0.112864264,0.079005687,-0.112864264,SKC,575,F,1.168695652,0.500869565,0.166956522,0.074622919,0.023981715,0.092333603,1.836521739,0,0.207277675,-0.207277675,0.281900593,702,1244,Lobato 2017
Gershon,Koffie,Gershon Koffie,NER,2016,1625,M,18,5,27.63238945,0.444444444,0,0.772,0.095443491,-0.772200148,8,27.42783349,3,0.913512759,2.086487241,1.685712907,0.042900008,0.114189095,-0.042900008,0.260810905,NER,1625,M,1.063384615,0.295384615,0,0.045619209,0.005638508,-0.045619209,0.472615385,0.177230769,0.053967523,0.123263246,0.099586732,915,796,Koffie 2016
Brian,Carroll,Brian Carroll,PHI,2015,1905,M,9,2,22.12489995,0.555555556,0,0.88,-0.360398067,-0.880486971,4,17.83621147,0,0.803897588,-0.803897588,1.684384559,0.097831886,0.200974397,-0.097831886,-0.200974397,PHI,1905,M,0.453543307,0.100787402,0,0.044370997,-0.018161792,-0.044370997,0.201574803,0,0.040511375,-0.040511375,0.084882371,974,590,Carroll 2015
Dillon,Powers,Dillon Powers,"COL, ORL",2017,1377,M,8,2,21.44762129,0.125,0,0.537,-0.465110012,-0.536625104,13,19.60869323,0,1.143853763,-1.143853763,1.680478867,0.067078138,0.087988751,-0.067078138,-0.087988751,"COL, ORL",1377,M,0.557734205,0.139433551,0,0.037411772,-0.03242597,-0.037411772,0.906318083,0,0.079745796,-0.079745796,0.117157568,772,644,Powers 2017
DaMarcus,Beasley,DaMarcus Beasley,HOU,2017,2125,B,6,3,30.23002812,0.166666667,0,0.211,0.386910699,-0.211367769,12,17.23090336,0,1.455526912,-1.455526912,1.666894681,0.035227961,0.121293909,-0.035227961,-0.121293909,HOU,2125,B,0.271058824,0.135529412,0,0.00954885,0.01747926,-0.00954885,0.542117647,0,0.065755569,-0.065755569,0.075304419,443,358,Beasley 2017
Jermaine,Taylor,Jermaine Taylor,POR,2016,1965,D,9,2,15.57939549,0.111111111,0,0.467,-0.188192525,-0.467320148,11,15.57899388,2,1.193024237,0.806975763,1.660344385,0.051924461,0.108456749,-0.051924461,0.073361433,POR,1965,D,0.439694656,0.097709924,0,0.022830908,-0.009194139,-0.022830908,0.53740458,0.097709924,0.058285154,0.03942477,0.081116062,717,211,Taylor 2016
Pedro,Santos,Pedro Santos,CLB,2017,681,A,14,6,30.78803977,0.571428571,0,0.833,0.179900405,-0.832751342,7,16.70747566,2,0.823010507,1.176989493,1.655761849,0.059482239,0.11757293,-0.059482239,0.168141356,CLB,681,A,1.973568282,0.845814978,0,0.11739226,0.025360409,-0.11739226,0.986784141,0.281938326,0.116019102,0.165919224,0.233411362,948,397,Santos 2017
Jack,Elliott,Jack Elliott,PHI,2018,1512,D,7,3,11.03171744,0.142857143,2,1.583,0.426666238,0.416894958,2,28.55396771,0,0.07217863,-0.07217863,1.655283671,0.226157863,0.036089315,0.059556423,-0.036089315,PHI,1512,D,0.444444444,0.19047619,0.126984127,0.100514606,0.02708992,0.026469521,0.126984127,0,0.00458277,-0.00458277,0.105097376,1283,1464,Elliott 2018
Adam,Jahn,Adam Jahn,CLB,2017,394,F,8,5,15.23440249,0,1,1.256,0.447728091,-0.2563378,3,19.04313713,1,0.396889721,0.603110279,1.653227522,0.157042225,0.132296574,-0.032042225,0.20103676,CLB,394,F,1.949238579,1.218274112,0.243654822,0.306112764,0.109091109,-0.062457941,0.730964467,0.243654822,0.096704095,0.146950728,0.402816858,1157,1128,Jahn 2017
Dax,McCarty,Dax McCarty,CHI,2018,2377,M,10,2,22.50801503,0.3,0,0.479,0.11126997,-0.479320589,13,22.70415654,2,1.172208708,0.827791292,1.651529297,0.047932059,0.090169901,-0.047932059,0.063676253,CHI,2377,M,0.403870425,0.080774085,0,0.019358341,0.004493865,-0.019358341,0.525031552,0.080774085,0.047342043,0.033432042,0.066700384,731,468,McCarty 2018
Danny,Wilson,Danny Wilson,COL,2018,2079,D,7,1,18.5237727,0.142857143,0,0.668,0.023903622,-0.667509666,5,13.93013638,0,0.981339027,-0.981339027,1.648848694,0.095358524,0.196267805,-0.095358524,-0.196267805,COL,2079,D,0.323232323,0.046176046,0,0.030822957,0.001103775,-0.030822957,0.230880231,0,0.045314356,-0.045314356,0.076137313,857,893,Wilson 2018
RJ,Allen,RJ Allen,NYC,2015,1114,B,4,1,24.97608241,0.25,0,0.244,-0.126930446,-0.244416717,11,15.79528962,2,1.402902555,0.597097445,1.647319271,0.061104179,0.127536596,-0.061104179,0.054281586,NYC,1114,B,0.34470377,0.086175943,0,0.021062841,-0.010938351,-0.021062841,0.947935368,0.172351885,0.12089645,0.051455435,0.141959291,486,502,Allen 2015
Victor,Bernardez,Victor Bernardez,SJE,2017,2327,D,13,1,15.69985692,0.384615385,0,1.067,-0.837698828,-1.067446475,7,19.10537532,1,0.577068836,0.422931164,1.644515311,0.082111267,0.082438405,-0.082111267,0.060418738,SJE,2327,D,0.536312849,0.041254835,0,0.044037328,-0.034559127,-0.044037328,0.288783842,0.041254835,0.023806879,0.017447955,0.067844207,1075,859,Bernardez 2017
Nelson,Valdez,Nelson Valdez,SEA,2015,434,F,5,1,17.86950729,0.2,1,0.295,0.18107444,0.704782721,7,15.41240896,0,1.344650599,-1.344650599,1.639867878,0.059043456,0.192092943,0.140956544,-0.192092943,SEA,434,F,1.105990783,0.221198157,0.221198157,0.065301518,0.040053332,0.155896639,1.548387097,0,0.297434234,-0.297434234,0.362735752,549,1143,Valdez 2015
Jordan,Harvey,Jordan Harvey,VAN,2016,2665,B,10,2,18.41609172,0.6,2,0.848,0.654808681,1.151608375,15,24.37774076,0,0.787808919,-0.787808919,1.636200544,0.084839163,0.052520595,0.115160837,-0.052520595,VAN,2665,B,0.360225141,0.072045028,0.072045028,0.030561199,0.023587855,0.041483829,0.540337711,0,0.028378858,-0.028378858,0.058940057,962,1346,Harvey 2016
Leonardo,Leonardo,Leonardo,HOU,2017,2785,D,13,2,14.75478132,0.230769231,2,1.024,0.229938802,0.976356818,5,12.93253047,1,0.611015239,0.388984761,1.634658421,0.078741783,0.122203048,0.075104371,0.077796952,HOU,2785,D,0.448114901,0.068940754,0.068940754,0.035285366,0.007926077,0.033655388,0.172351885,0.034470377,0.021061926,0.013408451,0.056347292,1057,1408,Leonardo 2017
Jack,McBean,Jack McBean,LAG,2017,772,F,9,4,19.19476851,0.222222222,2,1.125,0.308773523,0.874707304,8,23.78787853,0,0.498924497,-0.498924497,1.624217193,0.125032522,0.062365562,0.0971897,-0.062365562,LAG,772,F,1.119170984,0.497409326,0.248704663,0.139932771,0.038396707,0.108771893,0.994818653,0,0.062042425,-0.062042425,0.201975195,1106,1388,McBean 2017
Marcus,Epps,Marcus Epps,PHI,2018,636,A,10,2,17.61462626,0.1,1,1.158,-0.516456926,-0.15762428,5,20.25341699,0,0.465668366,-0.465668366,1.623292647,0.115762428,0.093133673,-0.015762428,-0.093133673,PHI,636,A,1.509433962,0.301886792,0.150943396,0.17473574,-0.077955762,-0.023792344,0.754716981,0,0.070289565,-0.070289565,0.245025305,1120,1132,Epps 2018
Justen,Glad,Justen Glad,RSL,2018,3126,D,11,4,12.25532512,0.181818182,0,1.161,-0.035416908,-1.161184147,7,19.65624356,0,0.46181368,-0.46181368,1.622997827,0.105562195,0.065973383,-0.105562195,-0.065973383,RSL,3126,D,0.3378119,0.122840691,0,0.035660166,-0.001087659,-0.035660166,0.214971209,0,0.014182378,-0.014182378,0.049842544,1121,334,Glad 2018
Tsubasa,Endoh,Tsubasa Endoh,TOR,2017,285,B,2,1,7.02073225,0.5,0,0.879,0.043875928,-0.878667015,2,8.231052528,1,0.74218341,0.25781659,1.620850425,0.439333507,0.371091705,-0.439333507,0.128908295,TOR,285,B,0.673684211,0.336842105,0,0.295972047,0.01477926,-0.295972047,0.673684211,0.336842105,0.249998622,0.086843483,0.545970669,972,97,Endoh 2017
Mohammed,Saeid,Mohammed Saeid,CLB,2015,1682,M,13,0,30.08906518,0.461538462,0,0.413,-0.41267402,-0.41267402,16,20.45388899,1,1.203424111,-0.203424111,1.616098131,0.031744155,0.075214007,-0.031744155,-0.012714007,CLB,1682,M,0.741973841,0,0,0.023553333,-0.023553333,-0.023553333,0.913198573,0.057074911,0.068685324,-0.011610413,0.092238657,666,715,Saeid 2015
Carlos,Rivas,Carlos Rivas,NYRB,2018,286,F,10,6,22.13011815,0.5,2,1.393,0.597543187,0.607306267,2,20.25290122,0,0.218908569,-0.218908569,1.611602302,0.139269373,0.109454285,0.060730627,-0.109454285,NYRB,286,F,3.356643357,2.013986014,0.671328671,0.467477617,0.200573937,0.203851055,0.671328671,0,0.073479799,-0.073479799,0.540957416,1217,1402,Rivas 2018
Harrison,Afful,Harrison Afful,CLB,2015,794,B,3,1,26.37818347,0.333333333,0,0.141,-0.108223247,-0.141205458,10,16.03330687,2,1.468814501,0.531185499,1.610019959,0.047068486,0.14688145,-0.047068486,0.05311855,CLB,794,B,0.362720403,0.120906801,0,0.0170727,-0.013084927,-0.0170727,1.20906801,0.241813602,0.177589663,0.064223939,0.194662363,364,736,Afful 2015
Russell,Teibert,Russell Teibert,VAN,2018,1747,M,5,1,23.89362945,0.8,1,0.338,0.155343094,0.662444535,11,18.75562705,0,1.271181442,-1.271181442,1.608736908,0.067511093,0.115561949,0.132488907,-0.115561949,VAN,1747,M,0.274756726,0.054951345,0.054951345,0.018549127,0.008536312,0.036402218,0.604464797,0,0.06985313,-0.06985313,0.088402257,591,1229,Teibert 2018
Tim,Parker,Tim Parker,VAN,2016,2707,D,12,2,10.7830937,0.083333333,0,1.112,-0.675010309,-1.111910395,3,16.06120591,0,0.491982591,-0.491982591,1.603892986,0.0926592,0.163994197,-0.0926592,-0.163994197,VAN,2707,D,0.425563354,0.070927226,0,0.03943236,-0.023938304,-0.03943236,0.106390839,0,0.01744748,-0.01744748,0.05687984,1100,771,Parker 2016
Rob,Vincent,Rob Vincent,DCU,2016,1220,M,17,8,27.6567527,0.176470588,2,1.091,0.655657002,0.909120298,9,21.6000544,0,0.510009268,-0.510009268,1.600888969,0.064169394,0.056667696,0.053477665,-0.056667696,DCU,1220,M,1.337704918,0.629508197,0.157377049,0.085839714,0.051592682,0.071537335,0.708196721,0,0.040131877,-0.040131877,0.125971591,1090,1320,Vincent 2016
Jalil,Anibaba,Jalil Anibaba,SKC,2015,1345,B,11,4,19.78039793,0.272727273,1,0.784,0.579190332,0.216469179,8,16.08420691,1,0.815054732,0.184945268,1.598585553,0.071230075,0.101881841,0.019679016,0.023118159,SKC,1345,B,0.785130112,0.285501859,0.071375465,0.055924876,0.041339979,0.015450588,0.571003717,0.071375465,0.05817491,0.013200554,0.114099787,920,1055,Anibaba 2015
Mike,Magee,Mike Magee,CHI,2015,408,F,3,0,18.12976211,0,0,0.45,-0.449701762,-0.449701762,12,21.80053975,2,1.142802805,0.857197195,1.592504567,0.149900587,0.095233567,-0.149900587,0.0714331,CHI,408,F,0.705882353,0,0,0.105812179,-0.105812179,-0.105812179,2.823529412,0.470588235,0.268894778,0.201693458,0.374706957,704,619,Magee 2015
Nick,Hagglund,Nick Hagglund,TOR,2018,1535,D,12,6,12.74541107,0.166666667,3,1.401,1.092130924,1.598769202,2,18.03332033,0,0.183754279,-0.183754279,1.584985078,0.116769233,0.09187714,0.133230767,-0.09187714,TOR,1535,D,0.750488599,0.3752443,0.18762215,0.087633978,0.068302651,0.099988172,0.125081433,0,0.011492124,-0.011492124,0.099126103,1220,1569,Hagglund 2018
Sean,Okoli,Sean Okoli,NYC,2017,482,F,13,6,20.4109689,0.307692308,1,1.362,-0.457880134,-0.362311327,2,17.29844352,0,0.222541354,-0.222541354,1.584852681,0.104793179,0.111270677,-0.027870102,-0.111270677,NYC,482,F,2.589211618,1.195020747,0.199170124,0.271331717,-0.091196043,-0.072161592,0.398340249,0,0.044323589,-0.044323589,0.315655306,1205,1109,Okoli 2017
Bernardo,Anor,Bernardo Anor,SKC,2015,532,F,11,3,25.11561624,0.181818182,0,1.35,-1.066557598,-1.349744387,2,20.01872908,0,0.224577106,-0.224577106,1.574321493,0.122704035,0.112288553,-0.122704035,-0.112288553,SKC,532,F,1.984962406,0.541353383,0,0.243562897,-0.192461521,-0.243562897,0.360902256,0,0.040525192,-0.040525192,0.284088089,1200,360,Anor 2015
Joseph,Mora,Joseph Mora,DCU,2018,2694,B,4,0,23.89945334,0.25,0,0.278,-0.277911126,-0.277911126,8,17.52759468,1,1.29390865,-0.29390865,1.571819776,0.069477781,0.161738581,-0.069477781,-0.036738581,DCU,2694,B,0.142538976,0,0,0.009903292,-0.009903292,-0.009903292,0.285077951,0.035634744,0.046108103,-0.010473359,0.056011395,531,196,Mora 2018
Jack,Elliott,Jack Elliott,PHI,2017,2760,D,7,3,14.93574481,0.285714286,1,0.889,0.453199901,0.110834927,3,18.13538575,1,0.679469644,0.320530356,1.568634717,0.127023582,0.226489881,0.015833561,0.106843452,PHI,2760,D,0.243478261,0.104347826,0.034782609,0.030927481,0.015763475,0.003855128,0.104347826,0.034782609,0.023633727,0.011148882,0.054561208,982,1031,Elliott 2017
Connor,Lade,Connor Lade,NYRB,2016,1478,B,15,4,25.13385158,0.4,1,0.643,0.398713623,0.357353812,8,16.89041317,1,0.92158596,0.07841404,1.564232148,0.042843079,0.115198245,0.023823587,0.009801755,NYRB,1478,B,0.974289581,0.259810555,0.064952639,0.041741566,0.025897502,0.023211073,0.51962111,0.064952639,0.05985944,0.005093199,0.101601006,842,996,Lade 2016
Bobby,Boswell,Bobby Boswell,DCU,2016,2780,D,14,9,13.6986776,0.142857143,2,1.13,1.141757738,0.869773399,6,22.03182329,1,0.430631526,0.569368474,1.560858127,0.080730471,0.071771921,0.062126671,0.094894746,DCU,2780,D,0.483453237,0.310791367,0.069064748,0.039029408,0.039427605,0.03003534,0.207194245,0.034532374,0.014870729,0.019661645,0.053900137,1109,1378,Boswell 2016
Justen,Glad,Justen Glad,RSL,2017,1723,D,11,5,10.8987195,0.090909091,0,1.513,0.49108398,-1.513297707,2,31.11864001,0,0.04697232,-0.04697232,1.560270027,0.137572519,0.02348616,-0.137572519,-0.02348616,RSL,1723,D,0.612884504,0.278583865,0,0.084316065,0.027361615,-0.084316065,0.111433546,0,0.002617146,-0.002617146,0.086933211,1260,112,Glad 2017
Chris,Duvall,Chris Duvall,NYRB,2015,1353,B,9,5,27.25565126,0.111111111,1,0.545,0.409776273,0.455144733,10,17.19888751,1,1.013712973,-0.013712973,1.55856824,0.060539474,0.101371297,0.050571637,-0.001371297,NYRB,1353,B,0.638580931,0.354767184,0.070953437,0.038659354,0.029075035,0.032294083,0.709534368,0.070953437,0.071926419,-0.000972983,0.110585773,779,935,Duvall 2015
Connor,Lade,Connor Lade,NYRB,2015,1503,B,5,1,27.31954883,0.4,0,0.2,0.051345608,-0.199610383,11,20.76922065,1,1.352657993,-0.352657993,1.552268376,0.039922077,0.122968908,-0.039922077,-0.032059818,NYRB,1503,B,0.319361277,0.063872255,0,0.012749565,0.00327956,-0.012749565,0.70259481,0.063872255,0.086397317,-0.022525061,0.099146882,427,453,Lade 2015
Donny,Toia,Donny Toia,MTL,2016,1447,B,5,1,26.32576947,0.2,0,0.201,-0.186862326,-0.201108,15,20.96410292,2,1.347625746,0.652374254,1.548733746,0.0402216,0.089841716,-0.0402216,0.043491617,MTL,1447,B,0.331720802,0.06634416,0,0.013342341,-0.012397224,-0.013342341,0.995162405,0.132688321,0.089407099,0.043281222,0.10274944,428,75,Toia 2016
Jacob,Peterson,Jacob Peterson,ATL,2017,204,F,7,3,13.71495832,0.142857143,3,1.511,0.547472879,1.488574738,1,29.52772426,0,0.036705878,-0.036705878,1.548131141,0.215917895,0.036705878,0.212653534,-0.036705878,ATL,204,F,3.294117647,1.411764706,1.411764706,0.711258947,0.257634296,0.700505759,0.470588235,0,0.017273355,-0.017273355,0.728532302,1259,1596,Peterson 2017
Lalas,Abubakar,Lalas Abubakar,CLB,2018,1889,D,10,2,10.67881756,0.2,1,1.424,-0.453215583,-0.423585662,3,30.19910758,0,0.124076237,-0.124076237,1.547661899,0.142358566,0.041358746,-0.042358566,-0.041358746,CLB,1889,D,0.5082054,0.10164108,0.05082054,0.072347392,-0.023032661,-0.021526852,0.15246162,0,0.006305621,-0.006305621,0.078653013,1230,1225,Abubakar 2018
Kevin,Kratz,Kevin Kratz,ATL,2017,676,M,8,2,27.37449066,0.375,1,0.368,0.189401873,0.631991486,14,19.58822135,1,1.179346499,-0.179346499,1.547355013,0.046001064,0.084239036,0.078998936,-0.012810464,ATL,676,M,1.136094675,0.284023669,0.142011834,0.052261564,0.026897307,0.08975027,1.98816568,0.142011834,0.16748116,-0.025469325,0.219742724,624,1039,Kratz 2017
Seth,Sinovic,Seth Sinovic,SKC,2017,3039,B,17,5,26.04379426,0.294117647,1,0.81,-0.542889126,0.190390727,12,25.46172729,2,0.734536524,1.265463476,1.544145797,0.047624075,0.061211377,0.011199455,0.10545529,SKC,3039,B,0.537018756,0.157946693,0.031589339,0.025575021,-0.017149508,0.006014317,0.379072063,0.063178677,0.023203523,0.039975154,0.048778544,937,1070,Sinovic 2017
Andy,Dorman,Andy Dorman,NER,2015,1189,M,7,2,17.86361774,0.142857143,1,1.394,-0.457961122,-0.393608876,4,29.40458436,0,0.147225626,-0.147225626,1.540834502,0.199086982,0.036806406,-0.056229839,-0.036806406,NER,1189,M,0.565180824,0.161480235,0.080740118,0.112520145,-0.036975835,-0.031780027,0.322960471,0,0.011887014,-0.011887014,0.124407159,1218,1241,Dorman 2015
Romario,Williams,Romario Williams,ATL,2018,300,S,8,3,18.49003696,0.375,1,1.103,-0.134905658,-0.103430002,2,14.60538779,0,0.436844298,-0.436844298,1.5402743,0.13792875,0.218422149,-0.01292875,-0.218422149,ATL,300,S,2.56,0.96,0.32,0.353097601,-0.043169811,-0.033097601,0.64,0,0.139790175,-0.139790175,0.492887776,1097,1116,Williams 2018
Brian,White,Brian White,NYRB,2018,243,F,5,1,8.747746568,0.2,1,1.54,-0.716489503,-0.539537867,0,NA,0,0,0,1.539537867,0.307907573,0,-0.107907573,0,NYRB,243,F,1.975308642,0.395061728,0.395061728,0.608212491,-0.283057581,-0.213150762,0,0,0,0,0.608212491,1270,1049,White 2018
Eric,Alexander,Eric Alexander,HOU,2017,922,M,2,0,27.58717696,0.5,0,0.087,-0.086506712,-0.086506712,11,17.02100641,1,1.450322471,-0.450322471,1.536829183,0.043253356,0.131847497,-0.043253356,-0.040938406,HOU,922,M,0.20824295,0,0,0.009007206,-0.009007206,-0.009007206,1.145336226,0.104121475,0.151009715,-0.04688824,0.160016921,281,721,Alexander 2017
Will,Johnson,Will Johnson,POR,2015,1090,M,15,2,25.61296096,0.4,0,0.761,-0.664006736,-0.760809849,14,20.71002157,0,0.774809576,-0.774809576,1.535619425,0.050720657,0.055343541,-0.050720657,-0.055343541,POR,1090,M,1.321100917,0.176146789,0,0.067007106,-0.058481327,-0.067007106,1.233027523,0,0.068240109,-0.068240109,0.135247215,908,662,Johnson 2015
Darwin,Ceren,Darwin Ceren,HOU,2018,2026,M,8,2,26.04892315,0.625,1,0.464,0.426550809,0.535983485,18,25.69736082,0,1.067035032,-1.067035032,1.531051547,0.058002064,0.059279724,0.066997936,-0.059279724,HOU,2026,M,0.379072063,0.094768016,0.047384008,0.021986962,0.020211687,0.025397046,0.852912142,0,0.050560396,-0.050560396,0.072547359,712,933,Ceren 2018
Michel,Michel,Michel,FCD,2015,983,M,10,4,30.04020562,0.7,1,0.447,-0.018939926,0.553335293,13,15.76177595,2,1.082828908,0.917171092,1.529493615,0.044666471,0.083294531,0.055333529,0.070551622,FCD,983,M,0.976602238,0.390640895,0.097660224,0.043621375,-0.001849677,0.054038849,1.269582909,0.195320448,0.105749313,0.089571134,0.149370689,701,1064,Michel 2015
Steven,Beitashour,Steven Beitashour,VAN,2015,2570,B,2,0,21.76058741,0.5,0,0.13,-0.130028826,-0.130028826,12,17.17745984,3,1.39638685,1.60361315,1.526415676,0.065014413,0.116365571,-0.065014413,0.133634429,VAN,2570,B,0.074708171,0,0,0.004857108,-0.004857108,-0.004857108,0.448249027,0.112062257,0.052160754,0.059901503,0.057017862,349,603,Beitashour 2015
Aurelien,Collin,Aurelien Collin,ORL,2015,2539,D,10,3,12.15004488,0.1,2,1.328,-0.397541392,0.672138519,4,26.00934545,1,0.197123388,0.802876612,1.524984869,0.132786148,0.049280847,0.067213852,0.200719153,ORL,2539,D,0.378101615,0.113430484,0.075620323,0.050206657,-0.015031104,0.025413666,0.151240646,0.037810161,0.007453267,0.030356894,0.057659924,1191,1468,Collin 2015
Nicolas,Hasler,Nicolas Hasler,TOR,2017,771,B,9,4,18.20159243,0.222222222,3,0.922,0.631751827,2.077810074,6,14.25861023,1,0.602485633,0.397514367,1.524675559,0.102465547,0.100414272,0.230867786,0.066252394,TOR,771,B,1.120622568,0.498054475,0.373540856,0.114825205,0.078661706,0.258715651,0.747081712,0.124513619,0.075017666,0.049495952,0.189842871,1002,1525,Hasler 2017
Jukka,Raitala,Jukka Raitala,MTL,2018,2434,D,8,2,15.94345524,0.125,1,0.438,-0.130121757,0.561656997,9,29.15411462,2,1.085181503,0.914818497,1.523524506,0.054792875,0.120575723,0.070207125,0.1016465,MTL,2434,D,0.315529992,0.078882498,0.039441249,0.017288796,-0.005132165,0.022152453,0.354971241,0.078882498,0.042800914,0.036081584,0.060089709,694,990,Raitala 2018
John,Stertzer,John Stertzer,RSL,2016,853,M,5,3,10.68443741,0.6,0,0.89,0.138569113,-0.889544555,4,18.24769641,1,0.62825054,0.37174946,1.517795095,0.177908911,0.157062635,-0.177908911,0.092937365,RSL,853,M,0.562719812,0.337631887,0,0.100112869,0.015595117,-0.100112869,0.45017585,0.112543962,0.070705805,0.041838157,0.170818674,983,678,Stertzer 2016
